time,current,V0,T0,V1,T1,V2,T2,V3,T3,V4,T4,V5,T5,V6,T6,V7,T7,V8,T8,V9,T9,pack_mean,V0_dev,V1_dev,V2_dev,V3_dev,V4_dev,V5_dev,V6_dev,V7_dev,V8_dev,V9_dev,T0_roc,T1_roc,T2_roc,T3_roc,T4_roc,T5_roc,T6_roc,T7_roc,T8_roc,T9_roc,anomaly
10,21.901232868797482,3.703300455962187,33.120760282265756,3.6828814216434127,30.25710200014216,3.699207277159208,31.099152690125333,3.689306745162999,27.45825638624792,3.6642300699003902,34.778071914784924,3.707146090838733,33.68682751664107,3.6917093638922025,32.72687098190341,3.7016039742508164,31.65753195520975,3.6821375945274157,30.03028655651973,3.6933036550521057,30.884148033733464,3.691482664838947,0.011817791123239996,-0.008601243195534458,0.007724612320260782,-0.0021759196759481014,-0.027252594938556918,0.015663425999785652,0.00022669905325534145,0.010121309411869284,-0.009345070311531423,0.0018209902131585132,2.0906897478484368,-0.7704699016822545,0.06905731751323785,-10.247206595061524,3.6362908933985914,1.4156962362798708,0.8188674549170045,0.3547494525981527,0.6608250458004221,-0.6337904072530698,1
11,19.533041282356066,3.686764270704632,33.530908480562196,3.717048666695925,30.80996342192191,3.684149585231346,27.47823209132991,3.6977052711706624,31.835723894109552,3.710099745579609,34.244312394025265,3.7173151038834025,32.06493052110229,3.675994071858885,26.961260068091974,3.693309975283181,29.0315318542675,3.6905010937767813,32.533822298373245,3.686933415348526,28.58466106876244,3.695982119953295,-0.00921784924866298,0.021066546742629644,-0.011832534721949006,0.0017231512173672137,0.014117625626314023,0.021332983930107297,-0.01998804809441035,-0.0026721446701141183,-0.0054810261765139145,-0.009048704604769142,0.4101481982964401,0.552861421779749,-3.620920598795422,4.377467507861631,-0.5337595207596593,-1.6218969955387763,-5.765610913811436,-2.6260001009422496,2.503535741853515,-2.299486964971024,1
12,5.647706988339014,3.695252160775867,29.743175706920585,3.737440113609446,29.068670457490907,3.699611157182009,30.11701780461369,3.6813481668687786,34.69599385690064,3.674101150510403,30.80995101754105,3.697897629905072,31.819476349919633,3.660100768568847,29.595084948336897,3.6739961431681314,30.12179321423432,3.7308613530371817,31.294325393574088,3.726465276143025,30.25218965564806,3.697707391976876,-0.0024552312010093225,0.03973272163257002,0.0019037652051330234,-0.016359225108097508,-0.023606241466473055,0.0001902379281957245,-0.037606623408029005,-0.023711248808744756,0.03315396106030555,0.028757884166148884,-3.7877327736416113,-1.741292964431004,2.6387857132837773,2.86026996279109,-3.4343613764842154,-0.2454541711826579,2.633824880244923,1.0902613599668207,-1.2394969047991573,1.66752858688562,1
13,30.896338004414552,3.731720336322907,28.821270486111576,3.6752436900234633,31.69920419404205,3.7426606674931255,30.714030971930093,3.6609582440095503,28.614180809478693,3.6969642980992887,31.799199750866503,3.7117663441296918,30.61459904175322,3.7056198373547007,31.62572423767792,3.6875460096035884,31.259257683847224,3.695837554992855,28.342009978155854,3.6901399813068236,28.87963791960606,3.699845696333599,0.03187463998930795,-0.02460200631013576,0.04281497115952648,-0.03888745232404878,-0.0028813982343103284,0.011920647796092698,0.005774141021101631,-0.012299686730010695,-0.004008141340744231,-0.009705715026775419,-0.921905220809009,2.6305337365511434,0.5970131673164047,-6.081813047421949,0.9892487333254536,-1.204877308166413,2.030639289341025,1.1374644696129046,-2.9523154154182336,-1.3725517360419985,1
14,38.77766382383862,3.6642465677613645,28.953623812825782,3.675588597914363,31.898285975561997,3.686615945436376,29.52155040426049,3.7232387463549355,31.707949422135712,3.7310571955167866,29.457919075422915,3.6912096424905148,28.773810634183246,3.6918416929445743,33.82463527967994,3.7052324611194494,32.13045416509384,3.7002429301814646,26.41590979972957,3.718618681679482,29.106452976420183,3.698789246139931,-0.03454267837856673,-0.023200648225568,-0.012173300703555157,0.02444950021500425,0.0322679493768554,-0.007579603649416455,-0.0069475531953568925,0.006443214979518164,0.001453684041533343,0.019829435539550744,0.13235332671420608,0.19908178151994704,-1.1924805676696018,3.093768612657019,-2.3412806754435884,-1.840788407569974,2.198911042002017,0.8711964812466135,-1.9261001784262852,0.22681505681412162,1
15,19.789904541646216,3.7231622174700014,28.349005606414977,3.715833253879259,29.357228316694012,3.712482396341043,30.825862908551247,3.7125669101852856,28.87255089439205,3.6997550645430617,28.355559208867138,3.6820549125702837,30.487374422983823,3.701516091163875,30.489933142217446,3.686456765769758,28.98611364925774,3.719502394668355,29.057923388763353,3.6970588523699575,30.464099874715274,3.705038885896088,0.018123331573913326,0.010794367983170794,0.007443510444955059,0.007528024289197521,-0.005283821353026408,-0.022983973325804374,-0.0035227947322131747,-0.018582120126330093,0.014463508772267097,-0.007980033526130637,-0.6046182064108052,-2.5410576588679845,1.3043125042907562,-2.8353985277436635,-1.1023598665557763,1.7135637888005775,-3.334702137462493,-3.144340515836099,2.642013589033784,1.3576468982950907,1
16,8.817697133833637,3.7230870867681785,32.54227645196183,3.6904523653884937,31.54172620292808,3.6867154511339115,30.98537296760081,3.7272022273249634,30.177746012263487,3.6592584813005575,27.108780055055835,3.7314006456108535,28.31172617296452,3.693953515158474,29.313597526737663,3.699908743420194,30.915352908857678,3.6863531479775973,30.139305329037757,3.699036090289284,31.96700861271693,3.6997367754372505,0.02335031133092791,-0.009284410048756797,-0.013021324303339021,0.027465451887712877,-0.040478294136693016,0.03166387017360295,-0.005783260278776403,0.00017196798294349946,-0.013383627459653269,-0.0007006851479665066,4.193270845546856,2.184497886234066,0.1595100590495626,1.3051951178714383,-1.2467791538113033,-2.1756482500193037,-1.1763356154797826,1.9292392595999388,1.0813819402744045,1.5029087380016577,1
17,49.68341582536851,3.7019535219709767,34.37960586643534,3.684539804322891,28.383403429289697,3.700490203485179,28.32055631563845,3.7099599658249094,28.801214709111957,3.729022872155901,25.752208551380384,3.719185416521704,28.94848995663848,3.743063649150231,28.481734676892604,3.684653048742239,30.300787572952416,3.7174464127344136,30.68351195155432,3.703666840114767,33.752341678431776,3.7093981735023207,-0.007444651531343993,-0.02485836917942974,-0.008907970017141498,0.0005617923225886834,0.019624698653580186,0.009787243019383496,0.03366547564791045,-0.024745124760081616,0.008048239232092858,-0.005731333387553494,1.8373294144735084,-3.158322773638382,-2.6648166519623615,-1.3765313031515305,-1.3565715036754504,0.6367637836739597,-0.8318628498450593,-0.6145653359052616,0.5442066225165618,1.7853330657148447,1
18,18.92874273288475,3.711426950206536,30.681844397117906,3.7194104764002645,29.827172986336773,3.7148392603305895,30.551270315774815,3.7295331725085927,30.55744606994132,3.7140048590672485,25.095470797368534,3.697354011121151,28.197412362670665,3.698527777684162,29.782742671822287,3.694355576220256,29.889030083404652,3.705909550488464,30.518778617999388,3.678053082628667,30.604696580663287,3.706341471665593,0.0050854785409431,0.013069004734671541,0.00849778866499662,0.02319170084299982,0.007663387401655619,-0.008987460544441994,-0.007813693981431058,-0.011985895445337125,-0.00043192117712909095,-0.028288389036926098,-3.6977614693174345,1.4437695570470765,2.2307140001363663,1.7562313608293643,-0.65673775401185,-0.751077593967814,1.3010079949296838,-0.4117574895477638,-0.16473333355493125,-3.147645097768489,1
19,49.987295297875875,3.700104873994364,26.931771658528756,3.700939611875295,32.55535364379702,3.6909986905704155,30.66462802395918,3.71245699864695,28.503026926886893,3.678647591412348,33.102303951045045,3.6971524102995743,30.231349268585717,3.702405912634238,32.358594368127655,3.710288776681175,30.13503696282022,3.714232297561778,34.121495849763974,3.677507158163243,33.51068168488641,3.6984734321839374,0.001631441810426626,0.0024661796913574285,-0.007474741613521907,0.013983566463012576,-0.01982584077158922,-0.001321021884363116,0.003932480450300702,0.011815344497237756,0.015758865377840436,-0.02096627402069462,-3.75007273858915,2.7281806574602463,0.11335770818436686,-2.054419143054428,8.00683315367651,2.033936905915052,2.5758516963053673,0.24600687941556743,3.6027172317645864,2.90598510422312,1
20,44.44941211962553,3.6795923350547572,30.400268838346847,3.694618111241421,25.65826834373918,3.72978090347769,29.0265710079145,3.7175565033696025,32.66889128172827,3.691326993464563,31.96309475346016,3.6931538272275124,30.661401114127862,3.665382537924689,29.970563482730128,3.7288867758396362,31.592810859392653,3.7177212712049235,29.437229786897827,3.6972584435791633,26.670613607609983,3.701527770238396,-0.02193543518363894,-0.006909658996975043,0.028253133239293682,0.01602873313120634,-0.01020077677383302,-0.008373943010883789,-0.036145232313707254,0.02735900560124005,0.016193500966527274,-0.004269326659232853,3.4684971798180904,-6.897085300057839,-1.6380570160446801,4.1658643548413785,-1.1392091975848828,0.4300518455421454,-2.3880308853975265,1.4577738965724336,-4.684266062866147,-6.840068077276424,1
21,49.101465887846466,3.6586511579992025,28.028547907328914,3.6982175992097446,31.00809303103569,3.6739106099899033,28.93948476325512,3.713393450976601,28.414254335475313,3.707331964921937,29.785939280090883,3.6812024042734532,27.92951535516125,3.689722661653266,28.892701389305635,3.678815729562221,27.6042442148223,3.6987464180545366,33.92945026583278,3.719102846410025,30.07052710394346,3.6919094843050884,-0.03325832630588588,0.006308114904656215,-0.0179988743151851,0.021483966671512533,0.015422480616848588,-0.010707080031635119,-0.00218682265182224,-0.013093754742867336,0.006836933749448271,0.027193362104936725,-2.371720931017933,5.349824687296508,-0.08708624465938186,-4.254636946252958,-2.177155473369279,-2.7318857589666123,-1.0778620934244927,-3.9885666445703514,4.49222047893495,3.3999134963334754,1
22,6.769046292849453,3.710291779813811,28.746951634622913,3.7240927014515166,25.615739887516042,3.71702708529201,31.702804184757657,3.687592725549289,28.02412830840692,3.6852717565548474,30.057241119135654,3.7115900880309973,31.937246312608842,3.68905440327325,28.055462904551856,3.6754389196175277,30.158964903635077,3.7474828348680123,33.04757482038762,3.693785514707656,25.08650588627304,3.7041627809158917,0.006128998897919402,0.019929920535624923,0.012864304376118518,-0.01657005536660261,-0.018891024361044284,0.007427307115105641,-0.015108377642641724,-0.028723861298364017,0.043320053952120574,-0.010377266208235536,0.7184037272939996,-5.392353143519646,2.763319421502537,-0.39012602706839417,0.2713018390447708,4.007730957447592,-0.8372384847537795,2.5547206888127754,-0.8818754454451607,-4.984021217670417,1
23,15.911172663562835,3.684872985094314,33.04624815453931,3.6715549258080467,31.077820087369318,3.6870685423151497,27.925507691347086,3.6783690399277122,29.619322643832785,3.7337428327014517,28.248763493230484,3.7176327951389894,27.234400538071327,3.6998405471736677,31.85235509506328,3.729598882777801,33.81883328094026,3.7015473661529525,27.202864852361717,3.6827743159734347,31.12593847338114,3.698700223306352,-0.013827238212038129,-0.02714529749830552,-0.011631680991202487,-0.020331183378639928,0.03504260939509951,0.01893257183263719,0.0011403238673155514,0.030898659471448653,0.00284714284660037,-0.015925907332917433,4.2992965199164,5.4620801998532755,-3.777296493410571,1.595194335425866,-1.8084776259051694,-4.702845774537515,3.796892190511425,3.659868377305184,-5.844709968025899,6.039432587108099,1
24,9.580211267918168,3.6908378019433727,30.474648769519487,3.687480141394912,30.547154806277256,3.692361795552625,28.551996406791403,3.691730975223646,28.93483939555919,3.6834283245796255,31.056633219260753,3.689096616013363,30.415006970318274,3.649944809566756,34.08664097936461,3.7136928440311037,33.23922431087462,3.707805065379663,31.8660242807767,3.6983018233500835,28.47653016854436,3.6904680197035153,0.0003697822398573969,-0.0029878783086032534,0.001893775849109769,0.0012629555201306708,-0.0070396951238898,-0.0013714036901522064,-0.04052321013675941,0.023224824327588323,0.01733704567614769,0.00783380364656816,-2.5715993850198267,-0.5306652810920625,0.6264887154443173,-0.6844832482735939,2.807869726030269,3.1806064322469467,2.234285884301329,-0.5796089700656424,4.663159428414982,-2.649408304836779,1
25,13.416968685088552,3.68473481686915,28.69632778439568,3.66390235798671,30.094797342632827,3.667449151242337,28.279173269432096,3.7009616989332277,29.23088891154035,3.70519445003443,32.01258561842888,3.681913667497912,28.846216260953703,3.7127718491755477,31.671384224130282,3.666769598754621,27.740586290684764,3.6986784040270537,31.059608355830566,3.675779676004751,32.8831372413158,3.685815567052574,-0.0010807501834242395,-0.021913209065864248,-0.018366415810237235,0.015146131880653613,0.01937888298185575,-0.003901899554662247,0.02695628212297363,-0.01904596829795313,0.012862836974479652,-0.010035891047822876,-1.7783209851238055,-0.45235746364442875,-0.27282313735930686,0.29604951598116,0.955952399168126,-1.5687907093645705,-2.415256755234328,-5.498638020189855,-0.8064159249461333,4.40660707277144,1
26,26.220928484757128,3.6645951362331624,29.363042978699323,3.6793474186193142,29.361885957867315,3.7033945856878074,31.086966305927554,3.701787878382913,32.0698418541612,3.709760881587575,25.583786896652246,3.7316026819015042,30.721556849346857,3.6976029816126883,29.459593362644924,3.7022745892042597,31.89523387532282,3.6881096789455152,29.499754797850976,3.711766570369213,32.6021048663246,3.6990242402543956,-0.034429104021233226,-0.019676821635081332,0.00437034543341186,0.0027636381285174316,0.01073664133317953,0.03257844164710866,-0.0014212586417072792,0.0032503489498640903,-0.010914561308880355,0.012742330114817513,0.6667151943036416,-0.7329113847655115,2.8077930364954575,2.838952942620846,-6.428798721776634,1.8753405883931542,-2.2117908614853583,4.154647584638056,-1.55985355797959,-0.2810323749911987,1
27,21.96249932412084,3.662584161579483,27.04282750844032,3.692969730319174,32.28750808641386,3.700368367583791,30.67699281498883,3.733528746245506,29.169424172198397,3.7065385474752834,31.26556373221257,3.695617989423823,34.54138571560879,3.71658811162367,30.36373251011699,3.6557772938198423,30.496441172600672,3.7047122911621715,29.081278200919513,3.7154173038777394,28.300311261070416,3.698410254311048,-0.03582609273156523,-0.005440523991874002,0.0019581132727428674,0.03511849193445782,0.008128293164235245,-0.002792264887225393,0.018177857312621892,-0.04263296049120591,0.006302036851123294,0.01700704956669119,-2.3202154702590043,2.925622128546543,-0.40997349093872515,-2.9004176819628,5.681776835560324,3.8198288662619326,0.9041391474720655,-1.3987927027221474,-0.41847659693146255,-4.301793605254186,1
28,16.18201129165096,3.7301954262491925,32.7718066425822,3.7080406896009386,32.01720589969767,3.693049465324541,26.735563841142962,3.7165827736917056,30.5619286418364,3.725739499276992,27.883229194305898,3.6911072488350873,28.974171250057168,3.691451841151011,30.341188407161727,3.68894708453306,31.671130796699806,3.7192770063743072,28.218313315097845,3.7194711489504027,25.350560677095196,3.7083862183987235,0.021809207850469026,-0.00034552879778493306,-0.015336753074182585,0.008196555292982133,0.017353280878268595,-0.01727896956363617,-0.01693437724771263,-0.01943913386566365,0.010890787975583738,0.01108493055167914,5.7289791341418805,-0.27030218671618655,-3.9414289738458663,1.392504469638002,-3.3823345379066723,-5.567214465551622,-0.02254410295526199,1.174689624099134,-0.8629648858216683,-2.94975058397522,1
29,47.62775028253169,3.7055993725263967,33.764048992950066,3.677490219054033,32.690840092309955,3.7489150395923367,33.186373253278795,3.7025844236395047,28.97756864713763,3.702187895892098,28.020790359482838,3.714515332477974,29.748426159800704,3.7096201846347343,30.111449824577388,3.704477680485583,32.1883830369419,3.684190510891094,26.61507074057036,3.7094293671427203,33.05910063892123,3.7059010026336465,-0.0003016301072498173,-0.028410783579613685,0.043014036958690216,-0.003316578994141839,-0.0037131067415483443,0.008614329844327528,0.003719182001087784,-0.0014233221480637326,-0.021710491742552573,0.003528364509073789,0.9922423503678672,0.6736341926122833,6.450809412135833,-1.5843599946987688,0.1375611651769404,0.7742549097435365,-0.2297385825843392,0.5172522402420938,-1.603242574527485,7.708539961826034,1
30,7.4642737469914096,3.7214199293441053,27.749161984506223,3.68834398797174,29.701926666540942,3.7170449297806054,29.986693090737525,3.6535852525204375,27.36170990959611,3.6954024085710726,31.60887822022173,3.7125628002696134,29.685572213271097,3.7254025109315143,32.1609197380107,3.6836305156591522,26.310189519407814,3.669944699647388,27.96561565890922,3.6947852967021637,31.033338617296245,3.6962122331397795,0.025207696204325725,-0.007868245168039412,0.020832696640825876,-0.042626980619342,-0.0008098245687069294,0.01635056712983385,0.029190277791734776,-0.012581717480627308,-0.026267533492391415,-0.0014269364376158222,-6.014887008443843,-2.988913425769013,-3.19968016254127,-1.6158587375415188,3.5880878607388915,-0.06285394652960719,2.0494699134333096,-5.878193517534086,1.3505449183388585,-2.0257620216249848,1
31,48.24816428612548,3.6946222261889035,29.934493459568003,3.6778694818251667,28.91315045773247,3.7514671960649975,28.574308434645673,3.70118436868029,30.212860455383794,3.700278585838259,29.49004556515829,3.6995174982578,33.007985977165376,3.7039616952153573,24.698060383213978,3.6971127917615214,32.18301370384492,3.6885267598623956,32.492170384995255,3.689062821175192,25.8532195351837,3.700360342486989,-0.005738116298085405,-0.022490860661822154,0.05110685357800859,0.0008240261933010196,-8.175664872966948e-05,-0.0008428442291887883,0.0036013527283684788,-0.003247550725467452,-0.01183358262459322,-0.011297521311796732,2.18533147506178,-0.7887762088084713,-1.4123846560918523,2.8511505457876822,-2.1188326550634393,3.3224137638942786,-7.46285935479672,5.872824184437107,4.526554726086037,-5.180119082112544,1
32,11.985811066882063,3.7057968452833694,29.82155764881266,3.6949035746325527,30.059967269054315,3.697002440664751,28.59105979308094,3.7105552952186334,28.54336970010423,3.716664477552415,30.19749155527467,3.673469219677805,29.739309708025583,3.69276218057534,31.000955038841266,3.69860820354174,27.89348255871001,3.7097063199312093,29.298636944242425,3.684546657154531,29.541567896892815,3.6984015214232344,0.0073953238601349724,-0.0034979467906817163,-0.0013990807584836062,0.012153773795398948,0.01826295612918072,-0.024932301745429264,-0.005639340847894303,0.0002066821185056078,0.011304798507974834,-0.013854864268703526,-0.1129358107553422,1.1468168113218447,0.016751358435268315,-1.6694907552795648,0.7074459901163799,-3.2686762691397924,6.302894655627288,-4.289531145134912,-3.19353344075283,3.6883483617091137,1
33,15.942748594975434,3.71421919936407,31.848054038413803,3.708885266229721,29.63019572711402,3.6927806766836184,28.95455395896192,3.723186596067285,32.09801845167378,3.6783787334480023,28.591312618914483,3.7123187121388854,27.18307740727288,3.711862025159368,26.886741652952193,3.69380907121372,31.212019902691278,3.7065226604448425,27.439141295007435,3.674977728472294,33.50958836396873,3.7016940669221805,0.012525132441889575,0.007191199307540419,-0.00891339023856208,0.021492529145104466,-0.023315333474178246,0.01062464521670492,0.010167958237187413,-0.007884995708460352,0.004828593522661961,-0.0267163384498863,2.0264963896011423,-0.4297715419402941,0.3634941658809794,3.5546487515695517,-1.6061789363601875,-2.556232300752704,-4.114213385889073,3.3185373439812693,-1.8594956492349901,3.9680204670759167,1
34,29.84212313833911,3.664930611674987,27.42310524048535,3.689101555300822,30.201634844508103,3.719436453803455,26.740814028047346,3.6993808349872688,31.103727310619,3.693285698542269,34.01114809127991,3.7269208841492945,31.4351831595861,3.7431047907686614,29.06170455961013,3.7134451456882758,31.05387482526358,3.6875429099379744,33.24106689033175,3.691637139319815,33.140989270522276,3.7028786024172824,-0.03794799074229527,-0.013777047116460217,0.016557851386172384,-0.0034977674300136208,-0.009592903875013548,0.02404228173201206,0.04022618835137903,0.010566543270993378,-0.015335692479307994,-0.011241463097467541,-4.4249487979284545,0.5714391173940818,-2.213739930914574,-0.9942911410547808,5.419835472365424,4.25210575231322,2.174962906657939,-0.15814507742769734,5.801925595324317,-0.3685990934464556,1
35,34.9266503545815,3.6631825153733675,28.153533507778192,3.674408460665286,27.29663078876733,3.6875036284460867,28.048253494045333,3.700521821004217,32.107283593215676,3.7103531804093826,28.101202222336113,3.685485123736931,35.26476412967478,3.703735335289542,30.98663580176178,3.6848923413529335,30.369672247389747,3.687769643940161,28.283284439637573,3.671866778063036,31.40061975881798,3.686971882828094,-0.023789367454726484,-0.012563422162807925,0.0005317456179927404,0.013549938176122822,0.023381297581288596,-0.0014867590911631368,0.016763452461447947,-0.002079541475160429,0.0007977611120670858,-0.015105104765058108,0.7304282672928437,-2.905004055740772,1.3074394659979873,1.0035562825966764,-5.909945868943794,3.8295809700886814,1.9249312421516471,-0.6842025778738332,-4.957782450694179,-1.7403695117042943,1
